Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Morne Morkel,46538,25.3,2,115,4,4.50,0,2,0
Vernon Philander,46945,20,3,67,3,3.35,0,5,0
Kagiso Rabada,550215,28,4,123,3,4.39,0,1,0
Keshav Maharaj,267724,22,1,107,0,4.86,0,1,0
Theunis de Bruyn,486672,5,1,30,0,6.00,0,0,0
Temba Bavuma,372116,5,0,14,0,2.80,0,0,0
James Anderson,8608,19,6,44,2,2.31,0,0,1
Stuart Broad,10617,18,5,62,2,3.44,0,0,1
Mark Wood,351588,20,5,65,0,3.25,0,0,1
Liam Dawson,211855,15,2,67,2,4.46,0,0,1
Moeen Ali,8917,20,7,59,4,2.95,0,0,1
Ben Stokes,311158,13,2,53,0,4.07,0,3,1
Morne Morkel,46538,21,6,64,3,3.04,0,0,2
Kagiso Rabada,550215,20,5,50,3,2.50,0,1,2
Keshav Maharaj,267724,32.1,8,85,4,2.64,0,0,2
Jean-Paul Duminy,44932,9,2,21,0,2.33,0,0,2
Vernon Philander,46945,5,1,9,0,1.80,0,0,2
James Anderson,8608,6,2,16,1,2.66,0,0,3
Stuart Broad,10617,3,1,5,0,1.66,0,0,3
Moeen Ali,8917,15,4,53,6,3.53,0,0,3
Mark Wood,351588,1,0,3,1,3.00,0,0,3
Liam Dawson,211855,11.4,4,34,2,2.91,0,0,3
