Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,3,1,17,0,5.66,14,4,0,0,1,0
Nuwan Pradeep,324358,7,0,18,1,2.57,32,2,0,0,0,0
Dushmantha Chameera,552152,5,0,23,0,4.59,21,4,0,2,0,0
Lakshan Sandakan,429738,10,0,52,4,5.20,34,6,0,2,1,0
Asela Gunaratne,360456,5,0,15,1,3.00,18,1,0,0,0,0
Danushka Gunathilaka,345821,1,0,9,1,9.00,2,1,0,0,0,0
PWH de Silva,784379,2.4,0,15,3,5.62,8,2,0,0,0,0
Tendai Chatara,425639,5,0,33,2,6.60,19,5,0,2,2,1
Sikandar Raza,299572,10,0,34,0,3.40,35,2,0,0,0,1
Donald Tiripano,392945,1,0,6,0,6.00,4,1,0,0,0,1
Graeme Cremer,55346,9.1,0,46,1,5.01,30,5,0,1,0,1
Sean Williams,55870,3,0,20,0,6.66,10,2,0,2,0,1
Ryan Burl,495964,2,0,15,0,7.50,3,2,0,0,0,1
