Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,10,0,78,2,7.80,21,7,1,4,2,0
Nuwan Pradeep,324358,8,0,72,2,9.00,21,8,3,0,1,0
Thisara Perera,233514,10,0,80,2,8.00,23,4,5,1,1,0
Seekkuge Prasanna,268740,10,0,60,0,6.00,27,4,2,0,0,0
Lakshan Sandakan,429738,10,0,64,0,6.40,22,2,3,0,0,0
Asela Gunaratne,360456,1,0,5,0,5.00,1,0,0,0,0,0
Danushka Gunathilaka,345821,1,0,10,0,10.00,2,2,0,0,0,0
Trent Boult,277912,10,0,65,2,6.50,31,6,2,3,0,1
Matt Henry,506612,10,0,87,1,8.69,23,9,3,0,1,1
Lockie Ferguson,493773,10,0,65,2,6.50,27,8,1,1,0,1
Ish Sodhi,559066,10,0,53,2,5.30,20,1,0,4,0,1
James Neesham,355269,8,0,38,3,4.75,25,2,1,3,0,1
Colin Munro,232359,1,0,7,0,7.00,2,1,0,0,0,1
