Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Johnson,6033,4,2,3,3,0.75,0,0,0
Jhye Richardson,774223,4,0,32,1,8.00,2,0,0
Tim Bresnan,9310,4,0,26,1,6.50,0,0,0
Ashton Agar,505120,3,0,25,1,8.33,1,0,0
Andrew Tye,459508,4,0,34,1,8.50,4,0,0
Ashton Turner,500268,1,0,11,1,11.00,0,0,0
Ben Hilfenhaus,5941,3,0,16,0,5.33,0,0,1
Daniel Worrall,557298,4,0,40,1,10.00,0,0,1
Michael Beer,307495,3.5,0,34,0,8.86,2,0,1
Scott Boland,446548,3,0,21,0,7.00,0,0,1
Marcus Stoinis,325012,2,0,15,1,7.50,0,0,1
Evan Gulbis,381183,1,0,9,1,9.00,0,0,1
