Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Woakes,247235,3.2,0,36,2,10.80,7,3,2,3,0,0
Umesh Yadav,376116,4,0,23,3,5.75,13,3,0,0,0,0
Kulwant Khejroliya,1083033,4,0,33,2,8.25,8,4,1,0,0,0
Yuzvendra Chahal,430246,4,0,38,1,9.50,6,2,2,0,0,0
Washington Sundar,719715,4,0,22,2,5.50,8,0,1,0,0,0
Axar Patel,554691,4,0,25,1,6.25,10,3,0,0,0,1
Ravichandran Ashwin,26421,4,0,30,2,7.50,11,4,1,0,0,1
Mujeeb Ur Rahman,974109,4,0,29,1,7.25,11,2,2,0,0,1
Andrew Tye,459508,4,0,27,1,6.75,7,2,0,1,0,1
Mohit Sharma,537119,3.3,0,45,0,12.85,3,5,2,0,0,1
