Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kane Richardson,272262,4,0,40,2,10.00,10,4,2,2,0,0
Billy Stanlake,533042,4,0,43,1,10.75,8,4,2,1,0,0
Andrew Tye,459508,4,0,64,2,16.00,5,1,7,4,0,0
Marcus Stoinis,325012,4,0,50,0,12.50,5,4,3,1,1,0
Ashton Agar,505120,3,0,24,1,8.00,5,0,2,0,0,0
D'Arcy Short,308798,1,0,19,0,19.00,0,1,2,0,0,0
Trent Boult,277912,3.5,0,42,1,10.95,8,5,1,2,0,1
Ben Wheeler,440523,3.1,0,64,0,20.21,4,4,5,3,2,1
Tim Southee,232364,4,0,48,1,12.00,5,6,2,1,0,1
Ish Sodhi,559066,4,0,35,1,8.75,6,1,2,1,0,1
Colin de Grandhomme,55395,3.5,0,56,1,14.60,2,3,4,3,0,1
