Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Imad Wasim,227758,4,0,30,1,7.50,0,0,0
Mohammad Amir,290948,4,0,33,1,8.25,0,0,0
Aamer Yamin,434429,3,0,17,0,5.66,0,0,0
Aaron Summers,1124289,4,0,25,0,6.25,2,0,0
Iftikhar Ahmed,480603,2,0,4,2,2.00,0,0,0
Umer Khan,1072473,3,0,22,1,7.33,0,0,0
Fakhar Zaman,512191,1,0,14,0,14.00,0,0,1
Aizaz Cheema,39821,3,0,32,0,10.66,0,1,1
Sandeep Lamichhane,960361,4,0,17,2,4.25,0,0,1
David Wiese,221140,4,0,16,1,4.00,0,0,1
Yasir Shah,43685,3.1,0,32,1,10.10,1,0,1
Haris Rauf,1161606,4,0,23,1,5.75,0,0,1
