Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shannon Gabriel,446101,32,9,67,0,2.09,1,7,0
Alzarri Joseph,670031,27,9,64,1,2.37,0,0,0
Roston Chase,391832,32,5,103,4,3.21,0,0,0
Jason Holder,391485,32,9,71,3,2.21,2,1,0
Devendra Bishoo,341593,23.3,3,61,2,2.59,0,0,0
Mohammad Amir,290948,27,12,32,1,1.18,1,0,1
Mohammad Abbas,389666,25,7,46,5,1.84,2,0,1
Yasir Shah,43685,40,4,126,3,3.15,0,0,1
Hasan Ali,681305,17,4,22,0,1.29,2,3,1
Azhar Ali,39037,6,1,15,1,2.50,0,0,1
Shannon Gabriel,446101,10,1,24,2,2.40,0,2,2
Alzarri Joseph,670031,15,3,53,3,3.53,3,0,2
Roston Chase,391832,9,0,31,1,3.44,0,0,2
Jason Holder,391485,9,4,7,0,0.77,0,0,2
Devendra Bishoo,341593,14,2,54,2,3.85,0,2,2
Mohammad Amir,290948,15,8,22,1,1.46,2,0,3
Mohammad Abbas,389666,20,9,31,1,1.55,0,2,3
Yasir Shah,43685,37,13,92,5,2.48,0,0,3
Hasan Ali,681305,20,7,33,3,1.65,0,1,3
Azhar Ali,39037,2,0,3,0,1.50,0,0,3
Asad Shafiq,316397,2,0,15,0,7.50,0,0,3
