Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Clint McKay,6903,3,0,33,1,11.00,0,0,0
Andre Russell,276298,4,0,38,0,9.50,1,1,0
Pat Cummins,489889,4,0,28,1,7.00,2,0,0
Chris Green,787073,4,0,21,1,5.25,0,0,0
Fawad Ahmed,240609,3,0,28,0,9.33,1,0,0
Shane Watson,8180,2,0,18,1,9.00,0,0,0
David Willey,308251,4,0,21,2,5.25,1,0,1
Ashton Turner,500268,2,0,17,1,8.50,1,0,1
Jhye Richardson,774223,3,0,18,1,6.00,0,1,1
Mitchell Johnson,6033,4,0,30,1,7.50,2,0,1
Andrew Tye,459508,4,0,16,1,4.00,0,0,1
Mitchell Marsh,272450,3,0,25,1,8.33,0,0,1
