Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,29,11,61,3,2.10,0,0,0
Stuart Broad,10617,28,10,51,4,1.82,0,0,0
Chris Woakes,247235,22,4,72,2,3.27,0,0,0
Moeen Ali,8917,12,0,57,0,4.75,0,0,0
Tom Curran,550235,21,5,65,1,3.09,0,1,0
Dawid Malan,236489,7,1,20,0,2.85,0,0,0
Josh Hazlewood,288284,30,5,95,3,3.16,0,0,1
Jackson Bird,215152,30,5,108,0,3.60,0,3,1
Nathan Lyon,272279,42,9,109,3,2.59,0,0,1
Pat Cummins,489889,29.1,1,117,4,4.01,0,0,1
Mitchell Marsh,272450,12,1,42,0,3.50,0,0,1
Steven Smith,267192,1,0,11,0,11.00,0,0,1
James Anderson,8608,30,12,46,1,1.53,0,0,2
Stuart Broad,10617,24,11,44,1,1.83,0,0,2
Chris Woakes,247235,26,7,62,1,2.38,0,0,2
Tom Curran,550235,20,6,53,0,2.65,0,0,2
Moeen Ali,8917,13.2,2,32,0,2.40,0,0,2
Dawid Malan,236489,8,1,21,0,2.62,0,0,2
Joe Root,303669,3,2,1,1,0.33,0,0,2
