Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Faheem Ashraf,681117,10,0,64,0,6.40,23,6,1,0,0,0
Usman Shinwari,697279,8,0,49,0,6.12,19,5,1,0,0,0
Imad Wasim,227758,7,0,37,0,5.28,20,4,0,1,0,0
Mohammad Hafeez,41434,3,0,22,0,7.33,2,0,1,0,0,0
Hasan Ali,681305,10,2,42,1,4.20,30,1,1,0,0,0
Shadab Khan,922943,10,0,41,1,4.09,29,3,0,0,0,0
Fakhar Zaman,512191,2,0,8,0,4.00,7,1,0,0,0,0
Kagiso Rabada,550215,9.1,1,51,0,5.56,26,3,2,0,0,1
Duanne Olivier,486679,10,0,73,2,7.30,30,11,1,2,0,1
Dwaine Pretorius,327830,10,0,42,0,4.20,34,3,1,0,0,1
Andile Phehlukwayo,540316,7,0,43,1,6.14,15,4,0,2,0,1
Imran Tahir,40618,10,0,44,1,4.40,25,1,1,0,0,1
Reeza Hendricks,269280,3,0,13,1,4.33,8,1,0,0,0,1
