Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tymal Mills,459257,4,0,31,1,7.75,11,3,1,1,0,0
Aniket Choudhary,527299,4,0,55,1,13.75,5,5,3,3,1,0
Yuzvendra Chahal,430246,4,0,22,1,5.50,5,0,0,0,0,0
Sreenath Aravind,290632,3,0,36,0,12.00,2,3,2,0,0,0
Shane Watson,8180,3,0,41,0,13.66,3,5,2,0,0,0
Travis Head,530011,1,0,11,0,11.00,0,0,1,0,0,0
Stuart Binny,27223,1,0,10,1,10.00,1,1,0,0,0,0
Ashish Nehra,31820,4,0,42,2,10.50,8,6,1,1,0,1
Bhuvneshwar Kumar,326016,4,0,27,2,6.75,12,1,2,1,0,1
Ben Cutting,230371,3.4,0,35,0,9.54,10,2,3,2,0,1
Rashid Khan,793463,4,0,36,2,9.00,8,4,1,0,0,1
Deepak Hooda,497121,1,0,7,1,7.00,4,0,1,0,0,1
Moises Henriques,5961,2,0,20,0,10.00,1,2,0,0,1,1
Bipul Sharma,35928,1,0,4,1,4.00,2,0,0,0,0,1
