Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
David Willey,308251,10,1,48,2,4.80,35,6,0,2,0,0
Reece Topley,461632,9,1,31,1,3.44,35,3,0,0,0,0
Moeen Ali,8917,8,0,27,0,3.37,28,2,0,0,0,0
James Vince,296597,4,0,18,1,4.50,14,1,0,1,0,0
Adil Rashid,244497,10,0,34,3,3.40,41,3,0,1,1,0
Saqib Mahmood,643885,9,0,45,2,5.00,27,6,0,0,0,0
Craig Young,364343,9,0,68,1,7.55,29,8,2,3,1,1
Josh Little,928067,10,3,60,3,6.00,39,10,1,3,0,1
Andy McBrine,417381,5,0,33,0,6.60,14,4,1,0,0,1
Curtis Campher,595921,6.3,1,50,2,7.69,21,9,0,0,1,1
Simi Singh,1005257,2,0,3,0,1.50,9,0,0,0,0,1
