Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,4,0,18,1,4.50,13,1,0,1,0,0
Usman Shinwari,697279,4,0,43,0,10.75,6,4,1,2,0,0
Mohammad Amir,290948,4,0,27,3,6.75,13,3,1,1,0,0
Shadab Khan,922943,4,0,32,0,8.00,7,4,0,0,0,0
Wahab Riaz,43590,4,0,26,1,6.50,9,0,1,4,0,0
Kasun Rajitha,499594,4,0,17,1,4.25,12,1,0,0,0,1
Lahiru Madushanka,428366,4,0,36,0,9.00,5,1,1,2,0,1
Danushka Gunathilaka,345821,1,0,15,0,15.00,2,2,1,0,0,1
Lahiru Kumara,784375,4,0,24,2,6.00,7,2,0,0,0,1
PWH de Silva,784379,4,0,21,3,5.25,9,0,1,0,0,1
Lakshan Sandakan,429738,3,0,20,0,6.66,4,1,0,2,0,1
