Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Piyush Chawla,32966,4,0,18,1,4.50,10,1,0,0,0,0
Kuldeep Yadav,559235,4,0,23,1,5.75,9,1,1,0,0,0
Sunil Narine,230558,4,0,48,0,12.00,6,7,1,0,0,0
Shivam Mavi,1079848,4,0,40,1,10.00,9,3,2,3,0,0
Nitish Rana,604527,2,0,11,2,5.50,4,1,0,0,0,0
Tom Curran,550235,2,0,19,2,9.50,3,2,0,0,1,0
Krishnappa Gowtham,424377,4,0,23,2,5.75,12,3,0,0,0,1
Dhawal Kulkarni,277955,2,0,20,0,10.00,5,4,0,0,0,1
Jaydev Unadkat,390484,3,0,34,0,11.33,4,3,2,0,0,1
Ben Laughlin,315623,3.5,0,37,0,9.65,5,2,2,1,0,1
Shreyas Gopal,344580,3,0,23,0,7.66,7,0,2,0,0,1
Ben Stokes,311158,3,0,25,0,8.33,4,3,0,1,0,1
