Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,4,0,29,2,7.25,6,1,0,1,0,0
Nuwan Kulasekara,49535,4,0,38,0,9.50,5,4,0,1,1,0
Vikum Sanjaya,422092,3,0,35,1,11.66,4,3,1,1,0,0
Seekkuge Prasanna,268740,4,0,23,0,5.75,10,1,1,1,0,0
Lakshan Sandakan,429738,4,0,30,1,7.50,8,0,1,0,0,0
Asela Gunaratne,360456,1,0,11,1,11.00,1,0,1,0,0,0
Pat Cummins,489889,4,0,29,1,7.25,11,4,0,0,0,1
Billy Stanlake,533042,3,0,42,0,14.00,6,5,1,4,0,1
James Faulkner,270484,4,0,27,0,6.75,9,3,0,1,0,1
Andrew Tye,459508,3,0,32,0,10.66,6,6,0,0,0,1
Adam Zampa,379504,4,0,26,2,6.50,6,1,0,0,0,1
Ashton Turner,500268,2,0,12,2,6.00,4,1,0,0,0,1
