Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Xavier Bartlett,1050545,3,0,29,1,9.66,7,3,1,1,0,0
Jack Wildermuth,570854,4,0,28,1,7.00,9,2,1,0,0,0
Mujeeb Ur Rahman,974109,4,0,26,2,6.50,13,0,2,1,0,0
Mark Steketee,555853,4,0,34,2,8.50,7,2,1,1,0,0
Lewis Gregory,362201,3,0,34,1,11.33,7,4,2,0,0,0
Matthew Kuhnemann,774219,1,0,11,0,11.00,0,0,1,0,0,0
James Bazley,709675,1,0,12,0,12.00,0,0,1,0,0,0
Nathan McAndrew,785323,4,0,37,1,9.25,10,4,1,2,0,1
Adam Milne,450860,4,0,38,0,9.50,9,3,2,3,0,1
Chris Green,787073,4,0,20,1,5.00,11,2,0,0,0,1
Tanveer Sangha,1170471,3.1,0,40,3,12.63,3,4,2,1,0,1
Chris Tremain,553800,2,0,24,0,12.00,4,3,1,2,0,1
Ben Cutting,230371,2,0,16,0,8.00,4,0,1,0,1,1
