Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Hasan Ali,681305,4,0,39,1,9.75,0,1,0
Tymal Mills,459257,4,0,21,1,5.25,2,0,0
Liam Dawson,211855,2,0,27,0,13.50,0,0,0
Wahab Riaz,43590,4,0,26,2,6.50,0,0,0
Sameen Gul,922947,4,0,46,1,11.50,0,0,0
Kieron Pollard,230559,2,0,24,1,12.00,3,0,0
Mohammad Nawaz,348148,4,0,25,1,6.25,0,0,1
Sohail Tanvir,43265,4,0,38,0,9.50,1,0,1
Mohammad Hasnain,1158100,4,1,28,2,7.00,1,0,1
Dwayne Bravo,51439,4,0,52,0,13.00,2,0,1
Fawad Ahmed,240609,1.2,0,8,0,6.00,1,0,1
Rilee Rossouw,318845,0.4,0,3,1,4.50,0,0,1
Ahsan Ali,348146,1,0,9,1,9.00,0,0,1
Shane Watson,8180,1,0,10,1,10.00,0,0,1
