Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mustafizur Rahman,330902,21,6,50,2,2.38,1,0,0
Subashis Roy,301847,17.3,2,53,2,3.02,1,2,0
Mehidy Hasan Miraz,629063,21,2,90,3,4.28,0,0,0
Taijul Islam,401057,17,2,40,1,2.35,0,0,0
Shakib Al Hasan,56143,33,4,80,2,2.42,0,0,0
Mosaddek Hossain,550133,4,0,11,0,2.75,0,0,0
Suranga Lakmal,49619,25,3,90,2,3.60,1,0,1
Dilruwan Perera,49920,33,5,100,0,3.03,0,0,1
Rangana Herath,49178,34.1,6,82,4,2.40,0,0,1
Asela Gunaratne,360456,7,0,38,0,5.42,1,0,1
Lakshan Sandakan,429738,33,2,140,4,4.24,0,0,1
Dhananjaya de Silva,465793,2,0,5,0,2.50,0,0,1
Subashis Roy,301847,16,4,36,0,2.25,1,0,2
Mehidy Hasan Miraz,629063,24,0,71,1,2.95,0,0,2
Mustafizur Rahman,330902,23,3,78,3,3.39,0,0,2
Shakib Al Hasan,56143,36.2,9,74,4,2.03,0,0,2
Mosaddek Hossain,550133,3,0,10,0,3.33,0,0,2
Taijul Islam,401057,11,1,38,1,3.45,0,0,2
Dilruwan Perera,49920,22,1,59,3,2.68,0,0,3
Rangana Herath,49178,24.5,2,75,3,3.02,0,0,3
Dhananjaya de Silva,465793,2,0,7,0,3.50,0,0,3
Lakshan Sandakan,429738,6,1,34,0,5.66,0,0,3
Suranga Lakmal,49619,2,0,7,0,3.50,1,0,3
Asela Gunaratne,360456,1,0,4,0,4.00,0,0,3
