Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Billy Stanlake,533042,4,0,39,2,9.75,1,0,0
Travis Head,530011,1,0,5,1,5.00,0,0,0
Tom Andrews,605566,3,0,23,0,7.66,0,0,0
Chris Jordan,288992,4,0,24,3,6.00,1,0,0
Liam O'Connor,334388,4,0,36,0,9.00,0,0,0
Ben Laughlin,315623,4,0,33,2,8.25,0,0,0
Stuart Broad,10617,4,0,37,2,9.25,1,0,1
Beau Webster,381329,2,0,20,0,10.00,0,0,1
Dan Christian,4864,4,0,24,2,6.00,2,0,1
Hamish Kingston,326679,3,0,32,1,10.66,1,0,1
Cameron Boyce,326625,2.2,0,20,0,8.57,0,0,1
Clive Rose,288285,1,0,11,0,11.00,0,0,1
D'Arcy Short,308798,2,0,18,0,9.00,0,0,1
