Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell McClenaghan,319439,4,0,26,2,6.50,10,2,1,0,0,0
Jasprit Bumrah,625383,4,0,25,0,6.25,12,2,1,1,0,0
Hardik Pandya,625371,4,0,39,1,9.75,8,4,2,0,0,0
Krunal Pandya,471342,4,0,32,2,8.00,9,1,2,1,0,0
Mayank Markande,1081442,3,0,30,0,10.00,5,2,2,1,0,0
Ben Cutting,230371,1,0,14,0,14.00,1,1,1,1,0,0
Deepak Chahar,447261,2.1,0,19,0,8.76,6,3,0,1,0,1
Shardul Thakur,475281,4,0,38,0,9.50,9,5,1,1,0,1
Shane Watson,8180,4,0,41,0,10.25,8,2,3,1,0,1
Harbhajan Singh,29264,3.5,0,20,1,5.21,7,1,0,0,0,1
Imran Tahir,40618,2.4,0,26,0,9.75,5,1,2,1,0,1
Dwayne Bravo,51439,3,0,21,1,7.00,5,2,0,1,0,1
