Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ebadot Hossain,932355,17,8,26,0,1.52,2,0,0
Abu Jayed,410763,24,6,71,4,2.95,3,0,0
Nayeem Hasan,932635,38,9,70,4,1.84,0,0,0
Taijul Islam,401057,27.3,1,90,2,3.27,0,0,0
Donald Tiripano,392945,30,6,96,1,3.20,4,2,1
Victor Nyauchi,453277,27,3,87,1,3.22,1,2,1
Sikandar Raza,299572,30,2,111,1,3.70,0,1,1
Charlton Tshuma,959823,25,2,85,1,3.40,0,0,1
Ainsley Ndlovu,596456,42,4,170,2,4.04,0,0,1
Nayeem Hasan,932635,24,6,82,5,3.41,0,0,2
Taijul Islam,401057,24.3,7,78,4,3.18,0,0,2
Abu Jayed,410763,4,3,4,0,1.00,0,0,2
Ebadot Hossain,932355,5,1,16,0,3.20,0,0,2
