Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mujeeb Ur Rahman,974109,4,0,25,0,6.25,3,0,0
Sharafuddin Ashraf,633362,4,1,31,2,7.75,0,0,0
Aftab Alam,440963,4,0,31,1,7.75,0,1,0
Gulbadin Naib,352048,3,0,8,1,2.66,0,0,0
Rashid Khan,793463,4,0,19,3,4.75,3,0,0
Mohammad Nabi,25913,1,0,2,1,2.00,0,0,0
Kyle Jarvis,332996,3.4,0,24,1,6.54,3,0,1
Tendai Chatara,425639,3,0,23,1,7.66,0,0,1
Blessing Muzarabani,827051,4,0,36,2,9.00,0,0,1
Graeme Cremer,55346,2,0,18,0,9.00,0,0,1
Ryan Burl,495964,2,0,11,1,5.50,1,0,1
