Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,20,3,5.00,12,0,1,0,0,0
Ashish Nehra,31820,4,0,35,1,8.75,11,6,0,3,0,0
Ben Cutting,230371,4,0,41,1,10.25,3,4,1,1,0,0
Rashid Khan,793463,4,0,29,1,7.25,7,2,1,0,0,0
Moises Henriques,5961,2,0,26,0,13.00,2,0,2,1,0,0
Bipul Sharma,35928,2,0,20,0,10.00,6,1,2,1,0,0
Umesh Yadav,376116,3,0,27,0,9.00,10,4,1,1,0,1
Trent Boult,277912,4,0,33,1,8.25,10,6,0,0,0,1
Sunil Narine,230558,4,0,18,1,4.50,10,1,0,0,0,1
Kuldeep Yadav,559235,4,0,23,1,5.75,12,2,1,0,0,1
Yusuf Pathan,32498,1,0,2,1,2.00,4,0,0,0,0,1
Chris Woakes,247235,4,0,49,2,12.25,5,3,3,3,0,1
