Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,37,1,9.25,7,3,2,0,0,0
Barinder Sran,537126,4,0,33,0,8.25,6,2,1,0,0,0
Deepak Hooda,497121,4,0,30,0,7.50,11,1,2,2,0,0
Mustafizur Rahman,330902,4,1,9,2,2.25,17,0,0,0,0,0
Moises Henriques,5961,4,0,33,2,8.25,7,3,1,1,0,0
Sandeep Sharma,438362,4,0,30,1,7.50,12,2,2,0,0,1
Kyle Abbott,297583,3,0,34,0,11.33,4,5,0,0,0,1
Glenn Maxwell,325026,2,0,16,0,8.00,4,1,1,0,0,1
Mohit Sharma,537119,3,0,20,1,6.66,8,2,0,3,0,1
Rishi Dhawan,290727,4,0,35,1,8.75,7,3,1,2,0,1
Axar Patel,554691,1.5,0,11,0,6.00,4,1,0,0,0,1
