Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Taijul Islam,401057,41,5,116,4,2.82,0,2,0
Shakib Al Hasan,56143,22,1,64,2,2.90,0,0,0
Mehidy Hasan Miraz,629063,28,5,73,1,2.60,0,0,0
Nayeem Hasan,932635,13,0,43,2,3.30,0,0,0
Mahmudullah,56025,4,0,9,1,2.25,0,0,0
Soumya Sarkar,436677,4,0,26,0,6.50,0,0,0
Mominul Haque,373696,4,0,9,0,2.25,0,0,0
Mosaddek Hossain,550133,1,0,1,0,1.00,0,0,0
Yamin Ahmadzai,440968,10,2,21,1,2.10,0,0,1
Mohammad Nabi,25913,24,6,56,3,2.33,0,0,1
Zahir Khan,712219,9,1,46,0,5.11,0,0,1
Rashid Khan,793463,19.5,3,55,5,2.77,0,0,1
Qais Ahmad,914171,8,2,22,1,2.75,0,0,1
Shakib Al Hasan,56143,19,3,58,3,3.05,0,0,2
Mehidy Hasan Miraz,629063,12.1,3,35,2,2.87,0,0,2
Taijul Islam,401057,28,6,86,2,3.07,0,0,2
Nayeem Hasan,932635,17,2,61,2,3.58,0,0,2
Mominul Haque,373696,10,6,13,0,1.30,0,0,2
Mosaddek Hossain,550133,4,1,3,0,0.75,0,0,2
Yamin Ahmadzai,440968,4,1,14,0,3.50,0,0,3
Mohammad Nabi,25913,20,5,39,1,1.95,0,0,3
Rashid Khan,793463,21.4,6,49,6,2.26,0,0,3
Zahir Khan,712219,15,0,59,3,3.93,0,0,3
Qais Ahmad,914171,1,0,6,0,6.00,0,0,3
