Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,28,4,77,3,2.75,1,1,0
Josh Hazlewood,288284,22.4,6,57,1,2.51,0,0,0
Pat Cummins,489889,30,8,85,3,2.83,0,0,0
Nathan Lyon,272279,36,12,78,2,2.16,0,0,0
James Anderson,8608,29,10,50,2,1.72,0,0,1
Stuart Broad,10617,25,10,49,3,1.96,0,0,1
Moeen Ali,8917,30,8,74,2,2.46,0,0,1
Chris Woakes,247235,24,5,67,1,2.79,0,0,1
Jake Ball,414990,18,3,77,1,4.27,2,1,1
Joe Root,303669,4.3,0,10,1,2.22,0,0,1
Mitchell Starc,311592,16,1,51,3,3.18,0,1,2
Josh Hazlewood,288284,16,3,46,3,2.87,0,0,2
Pat Cummins,489889,12.4,4,23,1,1.81,0,0,2
Nathan Lyon,272279,24,4,67,3,2.79,0,1,2
Steven Smith,267192,3,0,8,0,2.66,0,0,2
James Anderson,8608,11,2,27,0,2.45,0,1,3
Stuart Broad,10617,10,2,20,0,2.00,0,0,3
Moeen Ali,8917,4,0,23,0,5.75,0,0,3
Chris Woakes,247235,11,1,46,0,4.18,0,0,3
Jake Ball,414990,8,1,38,0,4.75,1,0,3
Joe Root,303669,6,1,17,0,2.83,0,0,3
