Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,19.5,1,71,4,3.57,0,0,0
Shannon Gabriel,446101,17,4,51,4,3.00,1,0,0
Jason Holder,391485,16,5,45,1,2.81,3,2,0
Roston Chase,391832,12,1,59,0,4.91,0,0,0
Devendra Bishoo,341593,6,0,27,1,4.50,0,0,0
James Anderson,8608,29,7,76,5,2.62,1,0,1
Stuart Broad,10617,24,2,95,1,3.95,0,0,1
Chris Woakes,247235,21,4,78,1,3.71,1,0,1
Ben Stokes,311158,25,9,63,2,2.52,3,0,1
Moeen Ali,8917,24,4,84,0,3.50,0,0,1
Tom Westley,214265,4,0,12,0,3.00,0,0,1
Shannon Gabriel,446101,26,3,125,2,4.80,5,10,2
Kemar Roach,230553,24,8,95,0,3.95,0,0,2
Jason Holder,391485,33,10,95,2,2.87,0,0,2
Roston Chase,391832,32,5,86,3,2.68,0,0,2
Devendra Bishoo,341593,25,1,67,1,2.68,0,2,2
Kraigg Brathwaite,348024,1,0,4,0,4.00,0,0,2
James Anderson,8608,24,6,73,0,3.04,0,0,3
Stuart Broad,10617,25,4,91,1,3.64,0,0,3
Moeen Ali,8917,25,3,76,2,3.04,0,1,3
Chris Woakes,247235,12.2,2,44,1,3.56,1,0,3
Ben Stokes,311158,5,0,25,0,5.00,0,0,3
