Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Johnson,6033,4,0,17,0,4.25,14,2,0,1,0,0
Matthew Kelly,638912,4,0,31,2,7.75,11,2,2,0,0,0
Jhye Richardson,774223,4,0,23,2,5.75,13,4,0,0,0,0
Ashton Agar,505120,4,0,30,0,7.50,7,1,2,0,0,0
Tim Bresnan,9310,4,0,34,2,8.50,9,4,1,0,0,0
Michael Neser,376169,3.3,0,35,1,10.00,8,3,2,2,0,1
Billy Stanlake,533042,4,0,23,1,5.75,14,3,0,3,0,1
Rashid Khan,793463,4,0,20,3,5.00,11,2,0,0,0,1
Wes Agar,959833,3,0,26,0,8.66,2,3,0,1,0,1
Ben Laughlin,315623,4,0,27,1,6.75,7,3,0,0,0,1
Colin Ingram,45705,1,0,9,0,9.00,0,1,0,0,0,1
