Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Xavier Bartlett,1050545,4,0,24,3,6.00,8,1,0,4,0,0
Jack Wildermuth,570854,4,0,25,1,6.25,8,1,0,3,0,0
Mark Steketee,555853,4,0,31,2,7.75,9,3,1,0,0,0
Mujeeb Ur Rahman,974109,4,0,27,0,6.75,7,3,0,0,0,0
Ben Laughlin,315623,4,0,40,0,10.00,6,5,1,1,0,0
Daniel Worrall,557298,4,0,31,1,7.75,9,4,0,0,0,1
Danny Briggs,310107,4,0,20,3,5.00,9,1,0,0,0,1
Peter Siddle,7898,4,0,41,2,10.25,6,3,2,2,0,1
Rashid Khan,793463,4,0,30,2,7.50,11,4,1,0,0,1
Wes Agar,959833,4,0,25,1,6.25,13,4,0,0,0,1
