Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,5,0,36,0,7.20,15,2,2,1,0,0
Mohammad Saifuddin,629070,7,0,59,0,8.42,17,9,1,0,0,0
Mustafizur Rahman,330902,10,1,59,5,5.90,29,5,1,2,1,0
Shakib Al Hasan,56143,10,0,41,1,4.09,32,2,1,1,0,0
Mosaddek Hossain,550133,4,0,32,0,8.00,7,1,2,1,0,0
Rubel Hossain,300619,8,0,48,1,6.00,21,6,0,0,0,0
Soumya Sarkar,436677,6,0,33,1,5.50,15,2,0,1,0,0
Bhuvneshwar Kumar,326016,9,0,51,1,5.66,26,2,1,3,0,1
Jasprit Bumrah,625383,10,1,55,4,5.50,33,7,0,2,0,1
Mohammed Shami,481896,9,0,68,1,7.55,22,11,0,1,0,1
Yuzvendra Chahal,430246,10,0,50,1,5.00,31,6,0,2,0,1
Hardik Pandya,625371,10,0,60,3,6.00,26,5,1,2,0,1
