Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,13,2,33,0,2.53,0,1,0
Vishwa Fernando,465783,18.2,2,62,3,3.38,0,0,0
Kasun Rajitha,499594,15,2,67,3,4.46,0,3,0
Lasith Embuldeniya,848109,5.3,0,26,0,4.72,0,0,0
Dimuth Karunaratne,227772,4.3,1,12,1,2.66,0,0,0
Dhananjaya de Silva,465793,5,0,15,2,3.00,0,0,0
Dale Steyn,47492,10,2,39,0,3.90,0,0,1
Kagiso Rabada,550215,12.4,3,38,4,3.00,0,0,1
Duanne Olivier,486679,10,1,61,3,6.10,0,2,1
Wiaan Mulder,698189,3,2,6,1,2.00,0,0,1
Keshav Maharaj,267724,2,0,9,1,4.50,0,0,1
Suranga Lakmal,49619,16.3,3,39,4,2.36,0,0,2
Vishwa Fernando,465783,10,1,32,1,3.20,0,0,2
Kasun Rajitha,499594,7,1,20,2,2.85,0,0,2
Dhananjaya de Silva,465793,11,1,36,3,3.27,0,1,2
Dale Steyn,47492,8,0,38,0,4.75,0,0,3
Kagiso Rabada,550215,15,2,53,1,3.53,0,0,3
Duanne Olivier,486679,12,2,46,1,3.83,0,0,3
Wiaan Mulder,698189,4,1,6,0,1.50,0,0,3
Keshav Maharaj,267724,6.4,0,45,0,6.75,0,0,3
