Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,25.4,4,72,4,2.80,0,0,0
Shannon Gabriel,446101,23.2,5,77,2,3.30,0,5,0
Jason Holder,391485,24.5,5,83,1,3.34,0,1,0
Rahkeem Cornwall,494581,27,5,85,0,3.14,0,0,0
Roston Chase,391832,11,3,36,2,3.27,0,0,0
James Anderson,8608,16,5,28,2,1.75,0,0,1
Stuart Broad,10617,14,4,31,6,2.21,0,0,1
Jofra Archer,669855,17,1,72,1,4.23,1,0,1
Chris Woakes,247235,18,2,57,1,3.16,0,1,1
Kemar Roach,230553,11,4,34,0,3.09,0,0,2
Shannon Gabriel,446101,5,0,19,0,3.80,0,3,2
Jason Holder,391485,9,2,24,1,2.66,0,0,2
Roston Chase,391832,14,2,61,1,4.35,0,0,2
Rahkeem Cornwall,494581,19,2,79,0,4.15,0,0,2
James Anderson,8608,8,4,18,0,2.25,0,0,3
Stuart Broad,10617,8.1,1,36,4,4.40,0,0,3
Chris Woakes,247235,11,0,50,5,4.54,0,0,3
Jofra Archer,669855,10,1,24,0,2.40,0,0,3
