Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Zulfiqar Babar,43871,4,0,21,0,5.25,0,0,0
Anwar Ali,232491,4,0,43,0,10.75,3,0,0
Rayad Emrit,51784,4,0,30,3,7.50,0,0,0
Mohammad Nawaz,348148,4,0,15,1,3.75,1,0,0
Hassan Khan,959789,4,0,34,2,8.50,1,0,0
Hasan Ali,681305,3.3,0,13,2,3.71,0,0,1
Mohammad Asghar,654261,4,0,16,3,4.00,0,0,1
Mohammad Hafeez,41434,2,0,21,1,10.50,0,0,1
Chris Jordan,288992,3,0,16,1,5.33,0,0,1
Wahab Riaz,43590,3,0,13,2,4.33,1,0,1
Daren Sammy,53115,1,0,8,0,8.00,0,0,1
