Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Fabian Allen,670013,4,0,13,1,3.25,15,1,0,0,0,0
Kevin Sinclair,1206110,2,0,19,1,9.50,2,1,0,0,0,0
Jason Holder,391485,4,0,27,1,6.75,5,2,0,0,0,0
Kieron Pollard,230559,2,0,11,0,5.50,1,0,0,0,0,0
Obed McCoy,906783,4,0,29,1,7.25,9,2,1,2,0,0
Dwayne Bravo,51439,4,0,31,0,7.75,6,2,1,1,0,0
Akila Dananjaya,574178,4,0,53,0,13.25,9,4,5,0,0,1
Dushmantha Chameera,552152,4,0,23,2,5.75,13,3,0,2,0,1
PWH de Silva,784379,4,0,13,2,3.25,17,0,1,0,1,1
Danushka Gunathilaka,345821,3,0,11,0,3.66,7,0,0,0,0,1
Lakshan Sandakan,429738,4,0,29,3,7.25,11,0,3,1,0,1
