Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Beuran Hendricks,379927,4,0,14,4,3.50,14,1,0,0,0,0
Junior Dala,545467,2,0,27,0,13.50,4,6,0,1,0,0
Chris Morris,439952,4,0,27,2,6.75,11,3,1,0,0,0
Lutho Sipamla,698143,2,0,25,1,12.50,4,3,1,1,0,0
Andile Phehlukwayo,540316,4,0,41,1,10.25,4,0,3,5,0,0
Tabraiz Shamsi,379145,4,0,30,0,7.50,5,2,1,0,0,0
Imad Wasim,227758,4,0,19,1,4.75,12,1,0,2,0,1
Shaheen Shah Afridi,1072470,4,0,23,1,5.75,19,2,2,0,0,1
Mohammad Amir,290948,4,0,27,3,6.75,10,3,0,2,0,1
Shadab Khan,922943,4,0,34,2,8.50,7,2,2,0,0,1
Faheem Ashraf,681117,4,0,38,2,9.50,7,4,1,1,0,1
