Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Dale Steyn,47492,15.1,3,48,3,3.16,1,0,0
Vernon Philander,46945,11,3,36,1,3.27,0,0,0
Kagiso Rabada,550215,10,2,35,2,3.50,0,1,0
Duanne Olivier,486679,15,3,48,4,3.20,2,0,0
Mohammad Amir,290948,33,9,88,4,2.66,0,3,1
Mohammad Abbas,389666,34,8,100,1,2.94,0,0,1
Shaheen Shah Afridi,1072470,27.1,3,123,4,4.52,0,0,1
Yasir Shah,43685,21,1,79,0,3.76,0,0,1
Shan Masood,233901,5,1,19,1,3.80,0,0,1
Asad Shafiq,316397,4,0,16,0,4.00,0,0,1
Vernon Philander,46945,19,6,51,1,2.68,0,1,2
Dale Steyn,47492,19,2,85,4,4.47,0,1,2
Duanne Olivier,486679,16,3,84,1,5.25,1,1,2
Kagiso Rabada,550215,16.4,2,61,4,3.66,1,1,2
Mohammad Amir,290948,5,2,17,0,3.40,1,1,3
Mohammad Abbas,389666,4,0,14,1,3.50,0,0,3
Azhar Ali,39037,0.5,0,8,0,9.60,0,0,3
