Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,10,0,66,1,6.60,26,7,1,2,0,0
Trent Boult,277912,10,0,47,1,4.70,31,5,0,0,0,0
Lockie Ferguson,493773,10,0,71,1,7.10,27,5,3,3,0,0
Colin de Grandhomme,55395,10,0,40,2,4.00,34,3,0,2,0,0
Mitchell Santner,502714,10,0,45,1,4.50,23,2,0,0,0,0
Kagiso Rabada,550215,10,0,39,2,3.90,39,1,1,2,0,1
Wayne Parnell,265564,8,0,33,2,4.12,29,2,1,0,0,1
Andile Phehlukwayo,540316,5,0,12,2,2.40,22,1,0,1,0,1
Dwaine Pretorius,327830,5.2,1,5,3,0.93,27,0,0,0,0,1
Imran Tahir,40618,4,1,23,1,5.75,13,2,1,1,0,1
