Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Imad Wasim,227758,4,0,31,1,7.75,0,0,0
Mohammad Amir,290948,4,0,40,1,10.00,0,0,0
Umaid Asif,429122,4,0,45,0,11.25,2,0,0
Chris Jordan,288992,4,0,41,0,10.25,1,0,0
Umer Khan,1072473,4,0,24,1,6.00,0,0,0
Dale Steyn,47492,4,1,37,1,9.25,2,0,1
Rumman Raees,448243,3,0,27,1,9.00,1,0,1
Muhammad Musa,1072472,3,0,32,0,10.66,0,0,1
Faheem Ashraf,681117,2.4,0,47,0,17.62,0,0,1
Shadab Khan,922943,4,0,23,0,5.75,0,0,1
Ahmed Safi Abdullah,800983,2,0,21,1,10.50,0,0,1
