Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,50,3,12.50,9,3,5,0,0,0
Mitchell Santner,502714,2,0,32,0,16.00,3,5,1,3,0,0
Tim Southee,232364,4,0,22,2,5.50,9,2,0,1,0,0
Colin de Grandhomme,55395,4,0,32,1,8.00,8,2,2,0,0,0
Kane Williamson,277906,1,0,16,0,16.00,0,0,2,0,0,0
Ish Sodhi,559066,4,0,31,1,7.75,12,0,3,0,1,0
Colin Munro,232359,1,0,11,0,11.00,0,0,1,0,0,0
David Willey,308251,3,0,33,0,11.00,9,1,4,1,0,1
Tom Curran,550235,3,0,32,1,10.66,5,3,2,0,0,1
Chris Jordan,288992,4,0,42,0,10.50,8,4,2,1,2,1
Adil Rashid,244497,4,0,22,1,5.50,6,1,0,0,0,1
Liam Dawson,211855,4,0,27,1,6.75,10,1,2,0,0,1
Dawid Malan,236489,2,0,27,1,13.50,2,0,3,0,0,1
