Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Umesh Yadav,376116,4,0,27,1,6.75,11,3,1,0,0,0
Chris Woakes,247235,4,0,40,0,10.00,9,6,1,0,0,0
Yuzvendra Chahal,430246,3,0,22,2,7.33,10,1,2,1,0,0
Mohammed Siraj,940973,4,0,35,0,8.75,10,1,3,2,0,0
Washington Sundar,719715,4,0,31,1,7.75,6,1,2,0,0,0
Corey Anderson,277662,1,0,10,1,10.00,4,1,1,0,0,0
Trent Boult,277912,4,0,33,1,8.25,6,3,1,0,0,1
Glenn Maxwell,325026,2,0,13,1,6.50,6,0,1,1,0,1
Shahbaz Nadeem,31872,2,0,27,0,13.50,3,6,0,0,0,1
Chris Morris,439952,4,0,43,0,10.75,7,3,3,2,0,1
Harshal Patel,390481,3,0,33,1,11.00,3,2,2,0,0,1
Rahul Tewatia,423838,3,0,26,0,8.66,2,0,2,0,0,1
