Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,17,1,4.25,14,1,0,0,0,0
Barinder Sran,537126,4,0,28,3,7.00,13,4,0,4,0,0
Moises Henriques,5961,4,0,23,0,5.75,10,1,1,1,0,0
Mustafizur Rahman,330902,4,0,32,1,8.00,6,3,0,1,0,0
Bipul Sharma,35928,4,0,40,0,10.00,6,0,4,0,0,0
Tim Southee,232364,4,0,24,3,6.00,11,2,0,1,0,1
Mitchell McClenaghan,319439,3.3,0,33,0,9.42,10,2,3,0,0,1
Jasprit Bumrah,625383,3,0,19,0,6.33,6,0,1,0,1,1
Harbhajan Singh,29264,4,0,38,0,9.50,7,4,1,1,0,1
Hardik Pandya,625371,3,0,29,0,9.66,3,3,0,0,0,1
