Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,8,0,41,4,5.12,32,4,0,3,0,0
Lungi Ngidi,542023,8,1,29,1,3.62,34,3,0,4,0,0
Wiaan Mulder,698189,3,0,34,0,11.33,3,4,0,1,2,0
Andile Phehlukwayo,540316,3,0,30,0,10.00,4,5,0,1,0,0
Tabraiz Shamsi,379145,8.3,0,33,4,3.88,36,5,0,0,0,0
Jean-Paul Duminy,44932,4,0,22,0,5.50,11,1,1,0,0,0
Akila Dananjaya,574178,10,0,50,3,5.00,38,6,1,0,0,1
Suranga Lakmal,49619,6,0,37,1,6.16,21,6,0,1,0,1
Shehan Jayasuriya,422965,4,0,23,0,5.75,14,2,1,1,0,1
Lahiru Kumara,784375,3,0,11,0,3.66,12,1,0,1,0,1
Lakshan Sandakan,429738,8,0,74,1,9.25,18,12,1,1,0,1
