Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Yasir Shah,43685,4,0,32,1,8.00,0,0,0
Shaheen Shah Afridi,1072470,3.1,0,16,1,5.05,4,0,0
Sandeep Lamichhane,960361,4,0,10,4,2.50,0,0,0
David Wiese,221140,2,0,18,0,9.00,0,0,0
Fakhar Zaman,512191,2,0,7,0,3.50,0,0,0
Haris Rauf,1161606,4,0,23,2,5.75,3,0,0
Sohail Tanvir,43265,3,0,15,0,5.00,0,0,1
Mohammad Hasnain,1158100,4,0,29,1,7.25,2,0,1
Harry Gurney,244639,2,0,13,1,6.50,0,0,1
Fawad Ahmed,240609,4,0,23,0,5.75,0,0,1
Mohammad Nawaz,348148,2,0,13,0,6.50,0,0,1
Rilee Rossouw,318845,1,0,6,0,6.00,0,0,1
Danish Aziz,793411,0.3,0,6,0,12.00,0,0,1
