Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,27,6,83,1,3.07,0,0,0
Tim Southee,232364,27,7,68,6,2.51,0,0,0
Colin de Grandhomme,55395,13,2,35,1,2.69,0,1,0
Neil Wagner,233713,20,2,75,2,3.75,0,1,0
Ajaz Patel,595783,3,0,14,0,4.66,0,0,0
Suranga Lakmal,49619,31,6,88,1,2.83,0,1,1
Kasun Rajitha,499594,34,5,144,0,4.23,1,1,1
Angelo Mathews,49764,4,3,1,0,0.25,0,0,1
Dilruwan Perera,49920,40,1,156,2,3.90,0,0,1
Lahiru Kumara,784375,31.3,2,127,4,4.03,0,0,1
Dhananjaya de Silva,465793,15,0,54,2,3.60,0,0,1
Danushka Gunathilaka,345821,2,1,3,0,1.50,0,0,1
Tim Southee,232364,25,8,52,2,2.08,0,0,2
Trent Boult,277912,25,4,62,1,2.48,0,0,2
Neil Wagner,233713,23,4,100,0,4.34,4,2,2
Colin de Grandhomme,55395,13,4,24,0,1.84,0,1,2
Ajaz Patel,595783,28,10,46,0,1.64,0,0,2
Jeet Raval,277914,1,0,1,0,1.00,0,0,2
