Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,31,3,91,1,2.93,1,0,0
Tim Southee,232364,33.1,6,103,3,3.10,1,0,0
Colin de Grandhomme,55395,30,5,68,2,2.26,1,0,0
Neil Wagner,233713,38,11,83,4,2.18,1,0,0
Mitchell Santner,502714,20,1,82,0,4.09,0,0,0
Tom Blundell,440516,3,0,13,0,4.33,0,0,0
Mitchell Starc,311592,12.5,4,30,2,2.33,1,2,1
Pat Cummins,489889,17,5,28,5,1.64,1,0,1
James Pattinson,272465,15,2,34,3,2.26,0,0,1
Nathan Lyon,272279,9,1,35,0,3.88,0,0,1
Matthew Wade,230193,1,0,13,0,13.00,0,1,1
Trent Boult,277912,9,0,30,0,3.33,0,0,2
Tim Southee,232364,15,3,44,0,2.93,0,0,2
Colin de Grandhomme,55395,5,0,14,0,2.80,1,0,2
Neil Wagner,233713,17.2,1,50,3,2.88,1,1,2
Mitchell Santner,502714,8,0,22,1,2.75,0,0,2
Mitchell Starc,311592,15,3,59,0,3.93,2,1,3
Pat Cummins,489889,18,4,47,0,2.61,0,0,3
James Pattinson,272465,12,3,35,3,2.91,0,0,3
Nathan Lyon,272279,23,4,81,4,3.52,0,0,3
Marnus Labuschagne,787987,3,1,11,1,3.66,0,0,3
