Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,35,0,8.75,11,4,2,0,0,0
Tim Southee,232364,4,0,47,1,11.75,5,6,1,0,0,0
Mitchell Santner,502714,4,0,32,2,8.00,10,1,2,2,1,0
Blair Tickner,854909,4,0,50,0,12.50,5,6,2,0,1,0
Ish Sodhi,559066,3,0,49,0,16.33,1,3,4,0,0,0
Daryl Mitchell,381743,1,0,25,0,25.00,1,1,3,1,0,0
Sam Curran,662973,4,0,36,1,9.00,8,2,1,2,0,1
Tom Curran,550235,3,0,26,1,8.66,3,2,1,0,0,1
Chris Jordan,288992,2.5,0,24,2,8.47,7,1,2,1,0,1
Matt Parkinson,653695,4,0,47,4,11.75,9,2,5,0,0,1
Pat Brown,891517,3,0,29,1,9.66,4,1,1,5,0,1
