Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,9,1,48,1,5.33,32,6,0,4,0,0
Lungi Ngidi,542023,8,1,50,3,6.25,24,7,0,2,0,0
Wiaan Mulder,698189,7,0,26,1,3.71,24,2,0,0,0,0
Andile Phehlukwayo,540316,9,0,45,3,5.00,28,4,0,2,0,0
Jean-Paul Duminy,44932,7,0,30,0,4.28,21,2,0,1,0,0
Tabraiz Shamsi,379145,10,0,43,0,4.30,31,4,0,0,0,0
Suranga Lakmal,49619,7,0,39,1,5.57,22,4,0,0,0,1
Kasun Rajitha,499594,5.5,0,44,1,7.54,17,6,1,0,0,1
Akila Dananjaya,574178,10,0,60,3,6.00,30,6,1,2,0,1
Thisara Perera,233514,7,0,34,1,4.85,25,4,0,1,0,1
Prabath Jayasuriya,422871,10,0,53,0,5.30,32,5,1,0,0,1
Shehan Jayasuriya,422965,3,0,16,0,5.33,9,0,1,0,0,1
