Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,8,2,2.00,16,0,0,0,0,0
Ben Wheeler,440523,4,0,49,1,12.25,9,8,2,0,0,0
Tim Southee,232364,4,0,47,0,11.75,8,6,2,1,0,0
Mitchell Santner,502714,4,0,40,0,10.00,3,1,3,0,0,0
Colin de Grandhomme,55395,3,0,22,2,7.33,5,0,1,1,0,0
Colin Munro,232359,1,0,11,0,11.00,3,1,1,0,0,0
Chris Morris,439952,3,1,10,2,3.33,14,2,0,0,0,1
Dane Paterson,327947,2,0,13,0,6.50,5,0,1,0,0,1
Wayne Parnell,265564,3,0,40,0,13.33,4,1,4,1,0,1
Andile Phehlukwayo,540316,3,0,19,3,6.33,9,3,0,1,0,1
Imran Tahir,40618,3.5,0,24,5,6.26,12,1,2,0,0,1
