Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mustafizur Rahman,330902,25,3,113,0,4.51,2,1,0
Subashis Roy,301847,29,3,118,3,4.06,1,0,0
Rubel Hossain,300619,22,1,113,1,5.13,1,0,0
Soumya Sarkar,436677,5,0,21,0,4.20,0,0,0
Taijul Islam,401057,27,0,145,0,5.37,0,0,0
Mahmudullah,56025,9,2,35,0,3.88,0,0,0
Mominul Haque,373696,1,0,6,0,6.00,0,0,0
Sabbir Rahman,373538,2,0,16,0,8.00,0,0,0
Kagiso Rabada,550215,13.5,4,33,5,2.38,0,0,1
Duanne Olivier,486679,12,3,40,3,3.33,0,0,1
Wayne Parnell,265564,7,1,36,1,5.14,0,0,1
Keshav Maharaj,267724,5,2,7,1,1.40,0,0,1
Andile Phehlukwayo,540316,5,1,28,0,5.60,0,0,1
Kagiso Rabada,550215,11,1,30,5,2.72,0,0,2
Duanne Olivier,486679,11,1,39,1,3.54,0,0,2
Keshav Maharaj,267724,6,1,30,0,5.00,0,0,2
Wayne Parnell,265564,5,0,31,1,6.20,0,0,2
Andile Phehlukwayo,540316,9.4,2,36,3,3.72,0,1,2
