Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Hasan Ali,681305,4,0,17,4,4.25,0,0,0
Sameen Gul,922947,4,0,44,1,11.00,3,0,0
Wahab Riaz,43590,4,0,34,1,8.50,4,1,0
Umaid Asif,429122,4,0,28,1,7.00,0,0,0
Kieron Pollard,230559,2,0,14,0,7.00,0,0,0
Liam Dawson,211855,2,0,5,1,2.50,0,0,0
Mohammad Irfan,429981,4,0,42,1,10.50,1,0,1
Chris Green,787073,4,0,23,0,5.75,0,0,1
Junaid Khan,259551,4,0,27,2,6.75,0,0,1
Shoaib Malik,42657,3,0,19,0,6.33,0,0,1
Dan Christian,4864,3,0,22,2,7.33,0,0,1
Shahid Afridi,42639,1.4,0,12,0,7.20,0,0,1
