Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Paul Stirling,303427,1,0,3,0,3.00,0,0,0
Boyd Rankin,24599,4,0,37,1,9.25,0,1,0
Simi Singh,1005257,2,0,15,0,7.50,0,0,0
Josh Little,928067,4,0,42,0,10.50,0,0,0
George Dockrell,348034,1,0,12,0,12.00,1,0,0
Craig Young,364343,4,0,27,1,6.75,1,0,0
Gareth Delany,1099379,4,0,36,1,9.00,1,0,0
Mujeeb Ur Rahman,974109,4,0,38,3,9.50,0,0,1
Shapoor Zadran,319746,4,0,25,1,6.25,0,0,1
Karim Janat,793467,3,0,32,0,10.66,0,0,1
Gulbadin Naib,352048,2,0,22,1,11.00,1,0,1
Mohammad Nabi,25913,3,0,18,0,6.00,0,0,1
Rashid Khan,793463,4,0,26,1,6.50,0,0,1
