Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mujeeb Ur Rahman,974109,10,0,26,1,2.60,38,1,0,1,0,0
Aftab Alam,440963,7,1,54,1,7.71,19,7,1,0,0,0
Gulbadin Naib,352048,9,0,51,2,5.66,20,2,0,2,0,0
Mohammad Nabi,25913,9,0,33,2,3.66,23,0,0,1,0,0
Rashid Khan,793463,10,0,38,1,3.80,36,3,0,2,0,0
Rahmat Shah,533956,5,0,22,1,4.40,16,2,0,1,0,0
Mohammed Shami,481896,9.5,1,40,4,4.06,38,4,0,3,0,1
Jasprit Bumrah,625383,10,1,39,2,3.90,37,1,1,0,0,1
Yuzvendra Chahal,430246,10,0,36,2,3.60,41,5,0,0,0,1
Hardik Pandya,625371,10,1,51,2,5.09,32,3,0,2,0,1
Kuldeep Yadav,559235,10,0,39,0,3.90,30,2,0,0,0,1
