Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,25.5,11,48,4,1.85,1,0,0
Shannon Gabriel,446101,24,6,49,2,2.04,2,0,0
Alzarri Joseph,670031,17,2,61,2,3.58,3,1,0
Keemo Paul,677081,21,7,58,2,2.76,2,5,0
Roston Chase,391832,10,0,40,0,4.00,0,0,0
Kraigg Brathwaite,348024,4,0,5,0,1.25,0,0,0
James Anderson,8608,9,3,31,0,3.44,0,1,1
Stuart Broad,10617,15,4,42,1,2.80,1,0,1
Moeen Ali,8917,15,4,36,4,2.40,0,0,1
Mark Wood,351588,8.2,2,41,5,4.92,1,2,1
Kemar Roach,230553,18,6,45,1,2.50,2,1,2
Shannon Gabriel,446101,23.2,1,95,2,4.07,1,2,2
Keemo Paul,677081,5,1,11,1,2.20,0,0,2
Alzarri Joseph,670031,16,2,72,1,4.50,0,0,2
Roston Chase,391832,31,1,92,0,2.96,1,0,2
Kraigg Brathwaite,348024,12,2,24,0,2.00,0,0,2
James Anderson,8608,11,2,27,3,2.45,0,0,3
Stuart Broad,10617,14,6,22,0,1.57,0,0,3
Ben Stokes,311158,8.5,2,30,2,3.39,1,2,3
Mark Wood,351588,12,1,52,1,4.33,3,0,3
Moeen Ali,8917,21,1,99,3,4.71,0,0,3
Joe Denly,12454,3,0,16,0,5.33,0,0,3
