Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shaheen Shah Afridi,1072470,10,1,61,2,6.10,34,7,2,1,1,0
Mohammad Hasnain,1158100,10,2,52,1,5.20,38,7,1,2,0,0
Faheem Ashraf,681117,9,0,25,1,2.77,37,1,0,1,0,0
Haris Rauf,1161606,10,0,72,2,7.20,23,8,1,3,0,0
Shadab Khan,922943,8,0,45,0,5.62,20,2,0,4,0,0
Danish Aziz,793411,3,0,16,0,5.33,8,2,0,0,0,0
Kagiso Rabada,550215,10,1,51,1,5.09,40,7,1,1,0,1
Lungi Ngidi,542023,10,1,65,0,6.50,29,7,0,1,1,1
Anrich Nortje,481979,10,0,51,4,5.09,33,7,0,1,0,1
Andile Phehlukwayo,540316,10,0,56,2,5.60,23,4,0,1,0,1
Tabraiz Shamsi,379145,10,0,51,0,5.09,27,2,1,3,0,1
