Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell McClenaghan,319439,4,0,30,1,7.50,6,3,0,1,0,0
Gurinder Sandhu,499660,4,0,26,1,6.50,11,1,1,3,0,0
Chris Green,787073,4,0,27,2,6.75,8,3,0,1,0,0
Shane Watson,8180,4,0,34,1,8.50,8,5,0,0,0,0
Fawad Ahmed,240609,4,0,29,1,7.25,8,3,0,1,0,0
Daniel Worrall,557298,3,0,32,0,10.66,8,5,1,2,0,1
Jackson Coleman,393055,2.1,0,22,0,10.15,5,1,2,1,0,1
James Faulkner,270484,2,0,14,0,7.00,4,2,0,0,0,1
John Hastings,228622,4,0,32,1,8.00,9,5,0,0,0,1
Liam Bowe,1076852,4,0,30,2,7.50,12,4,1,0,0,1
Evan Gulbis,381183,1,0,10,0,10.00,0,1,0,0,0,1
