Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,4,0,40,0,10.00,8,5,1,2,0,0
Isuru Udana,328026,4,0,36,0,9.00,9,3,2,2,0,0
Dhananjaya de Silva,465793,1,0,5,0,5.00,4,1,0,0,0,0
Suranga Lakmal,49619,4,0,38,1,9.50,6,5,1,0,0,0
Akila Dananjaya,574178,4,0,42,0,10.50,2,3,2,0,0,0
Jeffrey Vandersay,370040,3,0,35,1,11.66,6,1,3,0,0,0
Chris Morris,439952,3,0,22,0,7.33,6,3,0,1,0,1
Junior Dala,545467,3,0,29,2,9.66,9,4,1,1,0,1
Andile Phehlukwayo,540316,3,0,24,4,8.00,11,2,1,5,1,1
Dwaine Pretorius,327830,1,0,12,1,12.00,2,2,0,0,0,1
Tabraiz Shamsi,379145,4,0,20,0,5.00,10,0,0,4,0,1
Lutho Sipamla,698143,1.4,0,22,2,13.20,5,0,3,0,0,1
