Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,26,5,65,3,2.50,0,0,0
Mohammad Abbas,389666,23,6,56,4,2.43,2,0,0
Yasir Shah,43685,25.5,2,83,2,3.21,0,0,0
Shadab Khan,922943,23,3,90,1,3.91,0,0,0
Azhar Ali,39037,1,0,4,0,4.00,0,0,0
Shannon Gabriel,446101,32,6,81,4,2.53,0,9,1
Alzarri Joseph,670031,19,5,48,0,2.52,0,0,1
Roston Chase,391832,19,2,74,0,3.89,0,1,1
Jason Holder,391485,29,11,42,3,1.44,0,2,1
Devendra Bishoo,341593,41,11,116,3,2.82,0,0,1
Mohammad Amir,290948,21,8,44,1,2.09,1,0,2
Mohammad Abbas,389666,25,6,57,2,2.27,2,0,2
Yasir Shah,43685,39.5,12,94,7,2.35,0,0,2
Shadab Khan,922943,17,0,55,0,3.23,0,1,2
Shannon Gabriel,446101,11,4,11,5,1.00,0,1,3
Alzarri Joseph,670031,12,1,42,2,3.50,0,0,3
Jason Holder,391485,11.4,4,23,3,1.97,0,2,3
