Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shaheen Shah Afridi,1072470,4,0,19,2,4.75,10,1,0,1,0,0
Haris Rauf,1161606,4,0,48,2,12.00,11,3,5,1,0,0
Dilbar Hussain,1206623,4,0,33,3,8.25,5,1,2,0,0,0
Samit Patel,18632,4,0,29,0,7.25,4,2,0,0,0,0
David Wiese,221140,4,0,40,2,10.00,5,1,3,0,0,0
Shoaib Malik,42657,1,0,6,0,6.00,3,1,0,0,0,1
Rahat Ali,323244,4,0,24,1,6.00,10,3,0,0,0,1
Saqib Mahmood,643885,4,0,41,3,10.25,10,5,2,0,0,1
Wahab Riaz,43590,4,0,37,0,9.25,8,3,2,1,0,1
Hardus Viljoen,375126,2,0,23,0,11.50,3,3,0,1,0,1
Carlos Brathwaite,457249,2,0,20,0,10.00,1,2,0,0,0,1
Mohammad Imran,916727,2,0,16,1,8.00,4,1,1,0,0,1
