Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sohail Tanvir,43265,4,0,36,1,9.00,11,4,2,1,0,0
Mohammad Irfan,429981,4,0,19,2,4.75,15,2,0,3,0,0
Junaid Khan,259551,4,0,30,1,7.50,12,4,1,0,0,0
Imran Tahir,40618,4,0,37,1,9.25,8,1,3,0,0,0
Hardus Viljoen,375126,4,0,24,1,6.00,8,2,0,1,0,0
Chris Jordan,288992,4,0,31,0,7.75,10,4,0,1,0,1
Wahab Riaz,43590,4,0,19,2,4.75,15,2,0,1,1,1
Mohammad Asghar,654261,4,0,18,1,4.50,9,1,0,0,0,1
Hammad Azam,384518,3.1,0,33,0,10.42,7,3,2,0,0,1
Ibtisam Sheikh,1123377,3,0,31,0,10.33,2,1,2,0,0,1
Daren Sammy,53115,1,0,12,0,12.00,2,1,1,0,0,1
