Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Pat Cummins,489889,10,0,55,1,5.50,34,5,1,3,0,0
Mitchell Starc,311592,10,0,74,1,7.40,22,4,3,0,0,0
Nathan Coulter-Nile,261354,10,1,63,1,6.30,28,8,1,1,0,0
Glenn Maxwell,325026,7,0,45,0,6.42,14,4,1,0,0,0
Adam Zampa,379504,6,0,50,0,8.33,6,4,1,0,0,0
Marcus Stoinis,325012,7,0,62,2,8.85,12,6,1,3,0,0
Bhuvneshwar Kumar,326016,10,0,50,3,5.00,31,5,0,1,0,1
Jasprit Bumrah,625383,10,1,61,3,6.10,34,9,0,1,0,1
Hardik Pandya,625371,10,0,68,0,6.80,24,6,1,2,1,1
Kuldeep Yadav,559235,9,0,55,0,6.11,19,4,1,0,0,1
Yuzvendra Chahal,430246,10,0,62,2,6.20,21,3,1,1,0,1
Kedar Jadhav,290716,1,0,14,0,14.00,2,1,1,2,0,1
