Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Dale Steyn,47492,13,1,66,1,5.07,0,0,0
Kagiso Rabada,550215,17,4,59,3,3.47,1,0,0
Duanne Olivier,486679,14,3,37,6,2.64,0,0,0
Keshav Maharaj,267724,3,1,10,0,3.33,0,0,0
Mohammad Amir,290948,20,6,62,4,3.10,0,3,1
Hasan Ali,681305,18,4,70,2,3.88,1,0,1
Shaheen Shah Afridi,1072470,18,1,64,4,3.55,0,0,1
Yasir Shah,43685,4,0,24,0,6.00,0,0,1
Dale Steyn,47492,15,4,34,2,2.26,0,0,2
Kagiso Rabada,550215,15,4,47,3,3.13,0,0,2
Duanne Olivier,486679,15,3,59,5,3.93,1,0,2
Keshav Maharaj,267724,11,2,34,0,3.09,0,0,2
Mohammad Amir,290948,12,5,24,0,2.00,0,0,3
Hasan Ali,681305,13,6,39,1,3.00,0,0,3
Shaheen Shah Afridi,1072470,15,1,53,1,3.53,2,0,3
Yasir Shah,43685,7.4,1,20,1,2.60,0,0,3
Shan Masood,233901,3,1,6,1,2.00,0,0,3
