Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,10,1,36,0,3.60,0,0,0
Haris Rauf,1161606,7,0,31,1,4.42,2,0,0
Muhammad Musa,1072472,6.1,1,21,2,3.40,0,0,0
Faheem Ashraf,681117,7,1,30,1,4.28,0,0,0
Imad Wasim,227758,5,0,43,1,8.60,2,0,0
Iftikhar Ahmed,480603,10,2,40,5,4.00,0,0,0
Richard Ngarava,806241,4,0,25,0,6.25,1,0,1
Blessing Muzarabani,827051,8,0,48,0,6.00,2,0,1
Carl Mumba,672775,1,0,12,0,12.00,0,0,1
Tendai Chisoro,235519,10,0,49,2,4.90,0,0,1
Wesley Madhevere,938959,2.2,0,14,0,6.00,1,0,1
Sean Williams,55870,5,0,31,1,6.20,0,0,1
Sikandar Raza,299572,5,1,23,1,4.59,0,0,1
