Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jhye Richardson,774223,4,0,44,1,11.00,6,4,1,2,0,0
Jason Behrendorff,272477,4,0,30,2,7.50,12,1,3,0,0,0
Fawad Ahmed,240609,4,0,52,0,13.00,4,6,2,1,0,0
Liam Livingstone,403902,2,0,16,1,8.00,3,2,0,0,0,0
Andrew Tye,459508,4,0,23,2,5.75,9,2,0,0,0,0
Aaron Hardie,1124283,2,0,15,0,7.50,3,1,0,0,0,0
Jack Wildermuth,570854,2,0,13,0,6.50,5,2,0,0,0,1
Mark Steketee,555853,4,0,54,0,13.50,8,4,4,0,1,1
Mitchell Swepson,590326,4,0,20,2,5.00,10,1,0,0,0,1
Ben Laughlin,315623,4,0,36,0,9.00,6,3,1,0,0,1
Marnus Labuschagne,787987,4,0,35,3,8.75,11,3,2,2,0,1
Joe Denly,12454,2,0,15,0,7.50,2,1,0,0,0,1
